Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2017","Cryptosporidiosis, Cum 2017, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Dengue Virus Infection, Dengue§, Current week","Dengue Virus Infection, Dengue§, Current week, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Med","Dengue Virus Infection, Dengue§, Previous 52 weeks Med, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Max","Dengue Virus Infection, Dengue§, Previous 52 weeks Max, flag","Dengue Virus Infection, Dengue§, Cum 2017","Dengue Virus Infection, Dengue§, Cum 2017, flag","Dengue Virus Infection, Dengue§, Cum 2016","Dengue Virus Infection, Dengue§, Cum 2016, flag","Dengue Virus Infection, Severe Dengue, Current week","Dengue Virus Infection, Severe Dengue, Current week, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max, flag","Dengue Virus Infection, Severe Dengue, Cum 2017","Dengue Virus Infection, Severe Dengue, Cum 2017, flag","Dengue Virus Infection, Severe Dengue, Cum 2016","Dengue Virus Infection, Severe Dengue, Cum 2016, flag",Location 1,Location 2
MISSISSIPPI,2017,16,,-,1,,3,,13,,9,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
W.S. CENTRAL,2017,16,5,,19,,49,,142,,208,,,-,0,,4,,1,,8,,,-,0,,1,,,-,,-,,
SOUTH DAKOTA,2017,16,,-,3,,7,,20,,43,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2017,16,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
IDAHO,2017,16,,-,2,,10,,24,,31,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
E.S. CENTRAL,2017,16,2,,9,,41,,99,,122,,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,,
ALABAMA,2017,16,,-,4,,25,,42,,46,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
HAWAII,2017,16,,-,0,,3,,,-,,-,,-,0,,1,,2,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ARKANSAS,2017,16,3,,1,,4,,20,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
W.N. CENTRAL,2017,16,2,,23,,106,,192,,271,,,-,0,,8,,,-,9,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2017,16,1,,8,,24,,76,,76,,,-,0,,2,,,-,11,,,-,0,,0,,,-,,-,,
MAINE,2017,16,,-,1,,4,,14,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
PACIFIC,2017,16,3,,14,,53,,151,,186,,,-,2,,13,,9,,133,,,-,0,,1,,,-,,-,,
GEORGIA,2017,16,,-,6,,26,,77,,84,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW ENGLAND,2017,17,4,,5,,16,,82,,42,,,-,0,,2,,,-,12,,,-,0,,0,,,-,,-,,
KANSAS,2017,17,,-,2,,7,,17,,30,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2017,17,,-,1,,7,,7,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2017,17,3,,4,,14,,45,,30,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
S. ATLANTIC,2017,17,19,,24,,82,,288,,386,,,-,1,,8,,,-,54,,,-,0,,1,,,-,,-,,
E.N. CENTRAL,2017,17,10,,36,,299,,374,,479,,,-,1,,8,,6,,30,,,-,0,,1,,,-,,-,,
ALASKA,2017,17,,-,0,,1,,3,,5,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2017,17,,-,3,,10,,28,,33,,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2017,17,,-,3,,10,,28,,68,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2017,17,1,,3,,16,,31,,45,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2017,17,3,,13,,33,,116,,130,,,-,0,,4,,1,,7,,,-,0,,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
SOUTH CAROLINA,2017,17,,-,1,,8,,16,,27,,,-,0,,3,,,-,3,,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2017,17,1,,1,,3,,15,,9,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2017,17,,-,0,,0,,,-,,-,,-,0,,3,,1,,13,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK CITY,2017,17,1,,4,,12,,55,,35,,,-,0,,7,,,-,41,,,-,0,,0,,,-,,-,,
WASHINGTON,2017,17,,-,0,,34,,4,,6,,,-,0,,2,,3,,8,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2017,17,,-,3,,7,,20,,47,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2017,17,1,,1,,5,,17,,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
FLORIDA,2017,17,15,,10,,31,,123,,140,,,-,0,,2,,,-,22,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MID. ATLANTIC,2017,17,14,,17,,69,,209,,212,,,-,2,,10,,3,,78,,,-,0,,0,,,-,,-,,
WISCONSIN,2017,17,3,,11,,62,,89,,154,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2017,17,,-,8,,17,,89,,99,,,-,1,,13,,4,,70,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2017,17,1,,2,,10,,25,,31,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
E.S. CENTRAL,2017,17,1,,9,,41,,105,,130,,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,,
OREGON,2017,17,,-,5,,26,,67,,86,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
DIST. OF COL.,2017,17,,-,0,,2,,,-,,-,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARIZONA,2017,17,1,,3,,82,,30,,19,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
OKLAHOMA,2017,17,1,,3,,18,,22,,33,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2017,17,,-,0,,5,,33,,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2017,17,,-,2,,10,,17,,20,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
GUAM,2017,17,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2017,17,7,,12,,207,,103,,108,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MINNESOTA,2017,17,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NORTH CAROLINA,2017,17,,-,3,,17,,15,,45,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MONTANA,2017,17,,-,1,,5,,14,,10,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2017,17,,-,0,,1,,,-,,-,,-,1,,8,,9,,113,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2017,17,,-,2,,23,,19,,27,,,-,0,,5,,1,,18,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2017,17,,-,9,,65,,81,,101,,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALABAMA,2017,17,,-,4,,25,,44,,50,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2017,17,,-,0,,2,,2,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
AMER. SAMOA,2017,17,,N,0,,0,,,N,,N,,-,0,,4,,18,,,-,,-,0,,0,,,-,,-,,
KENTUCKY,2017,17,,-,2,,7,,18,,38,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
PENNSYLVANIA,2017,17,4,,6,,27,,82,,96,,,-,0,,2,,1,,9,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
LOUISIANA,2017,17,,-,2,,7,,12,,39,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2017,17,,-,0,,5,,3,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2017,17,2,,6,,26,,80,,88,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2017,17,,-,0,,2,,7,,4,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2017,17,1,,0,,2,,3,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2017,17,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2017,17,,-,1,,4,,20,,16,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
W.N. CENTRAL,2017,17,6,,24,,106,,216,,298,,,-,0,,8,,,-,9,,,-,0,,0,,,-,,-,,
HAWAII,2017,17,,-,0,,3,,,-,,-,,-,0,,1,,2,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2017,17,1,,1,,11,,11,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2017,17,9,,5,,25,,53,,54,,,-,0,,3,,1,,10,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MOUNTAIN,2017,17,6,,16,,118,,167,,155,,,-,0,,4,,,-,17,,,-,0,,1,,,-,,-,,
PACIFIC,2017,17,,-,15,,53,,163,,196,,,-,2,,13,,9,,136,,,-,0,,1,,,-,,-,,
MISSOURI,2017,17,5,,7,,22,,60,,68,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2017,17,,-,0,,5,,7,,7,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2017,17,,-,7,,25,,91,,93,,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
VIRGINIA,2017,17,2,,3,,15,,32,,51,,,-,0,,3,,,-,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ILLINOIS,2017,17,,-,5,,50,,63,,56,,,-,0,,4,,1,,12,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2017,17,,-,1,,7,,13,,15,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
C.N.M.I.,2017,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
CONNECTICUT,2017,17,1,,1,,6,,11,,12,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2017,17,64,,163,,730,,1774,,2116,,,-,9,,36,,23,,353,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,17,4,,19,,49,,170,,218,,,-,0,,4,,1,,10,,,-,0,,1,,,-,,-,,
UTAH,2017,17,1,,2,,23,,33,,41,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
GUAM,2017,18,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2017,18,5,,5,,25,,58,,61,,,-,0,,3,,2,,11,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
KANSAS,2017,18,,-,2,,7,,18,,34,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
SOUTH DAKOTA,2017,18,,-,3,,7,,33,,53,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
IDAHO,2017,18,1,,2,,10,,26,,34,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
IOWA,2017,18,,-,9,,65,,81,,107,,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MICHIGAN,2017,18,1,,7,,25,,95,,103,,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
VERMONT,2017,18,1,,1,,11,,12,,6,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ALASKA,2017,18,,-,0,,1,,3,,5,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VIRGIN ISL.,2017,18,,-,0,,0,,,-,,-,,-,0,,3,,1,,13,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH CAROLINA,2017,18,,-,3,,17,,36,,48,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2017,18,3,,6,,27,,88,,102,,,-,0,,2,,1,,9,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
OKLAHOMA,2017,18,,-,3,,18,,22,,36,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEBRASKA,2017,18,4,,3,,16,,35,,48,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
E.N. CENTRAL,2017,18,15,,36,,301,,431,,515,,,-,1,,8,,9,,29,,,-,0,,1,,,-,,-,,
UTAH,2017,18,,-,2,,23,,33,,43,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
SOUTH CAROLINA,2017,18,,-,1,,8,,16,,27,,,-,0,,3,,,-,3,,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
DIST. OF COL.,2017,18,,-,0,,2,,,-,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PACIFIC,2017,18,2,,14,,53,,171,,206,,,-,2,,13,,11,,140,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,18,5,,19,,49,,181,,232,,,-,0,,5,,1,,12,,,-,0,,1,,,-,,-,,
WASHINGTON,2017,18,,-,0,,34,,4,,6,,,-,0,,2,,4,,8,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2017,18,,-,0,,5,,10,,7,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
S. ATLANTIC,2017,18,13,,25,,75,,330,,409,,,-,1,,9,,2,,61,,,-,0,,1,,,-,,-,,
OREGON,2017,18,1,,5,,26,,70,,92,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
HAWAII,2017,18,,-,0,,3,,,-,,-,,-,0,,1,,2,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2017,18,,-,3,,82,,30,,20,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MINNESOTA,2017,18,,-,6,,31,,,-,83,,,-,0,,2,,,-,10,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW HAMPSHIRE,2017,18,,-,1,,7,,7,,12,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEVADA,2017,18,,-,0,,2,,7,,4,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2017,18,3,,12,,64,,120,,170,,,-,0,,1,,4,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2017,18,65,,173,,770,,1952,,2354,,,-,10,,37,,32,,377,,,-,0,,1,,,-,2,,,
GEORGIA,2017,18,4,,5,,22,,91,,88,,,-,0,,2,,,-,8,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2017,18,,-,1,,5,,14,,13,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2017,18,,-,0,,2,,2,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2017,18,1,,8,,17,,94,,103,,,-,1,,13,,5,,74,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2017,18,,-,1,,3,,15,,9,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALABAMA,2017,18,,-,4,,25,,44,,54,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2017,18,,-,5,,50,,74,,59,,,-,0,,4,,1,,12,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2017,18,1,,3,,15,,34,,56,,,-,0,,3,,,-,10,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
KENTUCKY,2017,18,,-,2,,7,,18,,41,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
AMER. SAMOA,2017,18,,N,0,,0,,,N,,N,,-,0,,4,,18,,,-,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2017,18,8,,32,,137,,243,,404,,,-,1,,9,,,-,17,,,-,0,,0,,,-,,-,,
MOUNTAIN,2017,18,4,,16,,118,,171,,171,,,-,0,,4,,,-,17,,,-,0,,1,,,-,,-,,
MISSOURI,2017,18,4,,7,,22,,66,,72,,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2017,18,,-,1,,7,,13,,15,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2017,18,,-,3,,10,,28,,74,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2017,18,6,,11,,31,,129,,154,,,-,1,,4,,2,,25,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2017,18,,-,0,,3,,,-,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2017,18,,-,2,,7,,12,,40,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW ENGLAND,2017,18,6,,5,,16,,93,,47,,,-,0,,2,,,-,13,,,-,0,,0,,,-,,-,,
OHIO,2017,18,11,,12,,207,,114,,109,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2017,18,,-,3,,10,,31,,36,,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2017,18,4,,13,,33,,124,,137,,,-,0,,4,,1,,8,,,-,0,,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2017,18,1,,1,,4,,23,,19,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK CITY,2017,18,4,,4,,12,,59,,37,,,-,0,,7,,,-,46,,,-,0,,0,,,-,,-,,
WEST VIRGINIA,2017,18,,-,0,,7,,3,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2017,18,1,,1,,5,,19,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MARYLAND,2017,18,2,,2,,10,,19,,21,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
E.S. CENTRAL,2017,18,,-,9,,41,,108,,140,,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,,
COLORADO,2017,18,3,,4,,14,,48,,35,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2017,18,,-,1,,6,,11,,12,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MID. ATLANTIC,2017,18,12,,17,,69,,224,,230,,,-,2,,10,,5,,81,,,-,0,,1,,,-,2,,,
NEW JERSEY,2017,18,,-,2,,23,,19,,30,,,-,0,,5,,2,,15,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2017,18,2,,0,,2,,5,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2017,18,2,,0,,5,,39,,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2017,18,,-,0,,1,,,-,,-,,-,1,,8,,9,,120,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2017,19,,-,1,,7,,13,,16,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2017,19,3,,5,,26,,75,,99,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
OHIO,2017,19,11,,12,,207,,125,,111,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
C.N.M.I.,2017,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
VIRGINIA,2017,19,1,,3,,15,,37,,66,,,-,0,,3,,,-,10,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
HAWAII,2017,19,,-,0,,3,,,-,,-,,-,0,,1,,2,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
KANSAS,2017,19,,-,2,,7,,18,,40,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WYOMING,2017,19,,-,0,,3,,,-,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2017,19,,-,4,,25,,44,,55,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WASHINGTON,2017,19,22,,0,,34,,26,,6,,,-,0,,2,,4,,9,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2017,19,,-,1,,3,,15,,10,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2017,19,2,,7,,25,,103,,107,,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MOUNTAIN,2017,19,5,,16,,118,,179,,187,,,-,0,,4,,,-,17,,,-,0,,1,,,-,,-,,
NEBRASKA,2017,19,4,,3,,16,,39,,50,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2017,19,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WISCONSIN,2017,19,1,,12,,64,,130,,176,,,-,0,,1,,4,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
S. ATLANTIC,2017,19,7,,25,,75,,342,,439,,,-,1,,9,,2,,63,,,-,0,,1,,,-,,-,,
VERMONT,2017,19,,-,1,,11,,14,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2017,19,1,,0,,5,,11,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
KENTUCKY,2017,19,,-,2,,7,,19,,43,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2017,19,1,,2,,10,,20,,24,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2017,19,,-,0,,1,,3,,5,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
