Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections§ , Dengue, Current week","Dengue virus infections§ , Dengue, Current week, flag ","Dengue virus infections§ , Dengue, Previous 52 weeks Max†","Dengue virus infections§ , Dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue, Cum 2019†","Dengue virus infections§ , Dengue, Cum 2019†, flag","Dengue virus infections§ , Dengue, Cum 2018†","Dengue virus infections§ , Dengue, Cum 2018†, flag","Dengue virus infections§ s, Dengue-like illness, Current week","Dengue virus infections§ , Dengue-like illness, Current week, flag ","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2019†","Dengue virus infections§ , Dengue-like illness, Cum 2019†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2018†","Dengue virus infections§ , Dengue-like illness, Cum 2018†, flag","Dengue virus infections§ , Severe dengue, Current week","Dengue virus infections§ , Severe dengue, Current week, flag","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Severe dengue,  Cum 2019†","Dengue virus infections§ , Severe dengue,  Cum 2019†, flag","Dengue virus infections§ , Severe dengue,  Cum 2018†","Dengue virus infections§ , Severe dengue, Cum 2018†, flag",Location 1,Location 2
MAINE,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NON-US RESIDENTS,2019,11,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
ALABAMA,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TOTAL,2019,11,,-,41,,58,,185,,,-,1,,1,,1,,,-,1,,,-,,-,,TOTAL
ARKANSAS,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UTAH,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW YORK,2019,11,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
PACIFIC,2019,11,,-,7,,15,,16,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC
IDAHO,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2019,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
US RESIDENTS,2019,11,,-,21,,58,,34,,,-,1,,1,,1,,,-,1,,,-,,-,,US RESIDENTS
OREGON,2019,11,,-,1,,3,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2019,11,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2019,11,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
DISTRICT OF COLUMBIA,2019,11,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
EAST SOUTH CENTRAL,2019,11,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
GUAM,2019,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2019,11,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
CALIFORNIA,2019,11,,-,7,,6,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2019,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WYOMING,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NORTH CAROLINA,2019,11,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2019,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MISSOURI,2019,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2019,11,,-,5,,5,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2019,12,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ILLINOIS,2019,12,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
OHIO,2019,12,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
TEXAS,2019,12,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MOUNTAIN,2019,12,,-,2,,2,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
NEW MEXICO,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WASHINGTON,2019,12,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
EAST SOUTH CENTRAL,2019,12,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
UTAH,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MISSISSIPPI,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NORTHERN MARIANA ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
COLORADO,2019,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2019,12,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2019,12,,-,7,,6,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH ATLANTIC,2019,12,,-,12,,27,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
LOUISIANA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TOTAL,2019,12,,-,41,,61,,186,,,-,1,,1,,1,,,-,1,,,-,,-,,TOTAL
KENTUCKY,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
HAWAII,2019,12,,-,2,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MARYLAND,2019,12,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
IOWA,2019,12,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2019,12,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW YORK,2019,12,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW YORK CITY,2019,12,,-,3,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
DELAWARE,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW ENGLAND,2019,12,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
PUERTO RICO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NON-US RESIDENTS,2019,12,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
WISCONSIN,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2019,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2019,12,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
US TERRITORIES,2019,12,,-,24,,,-,151,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
SOUTH CAROLINA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2019,12,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PACIFIC,2019,12,,-,7,,14,,16,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC
DISTRICT OF COLUMBIA,2019,12,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MIDDLE ATLANTIC,2019,12,,-,5,,8,,6,,,-,0,,,-,,-,,-,0,,,-,,-,MIDDLE ATLANTIC,
WEST VIRGINIA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2019,12,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OREGON,2019,12,,-,1,,2,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
U.S. VIRGIN ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IDAHO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
EAST NORTH CENTRAL,2019,12,,-,4,,5,,4,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
AMERICAN SAMOA,2019,12,,-,24,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
GUAM,2019,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
US RESIDENTS,2019,12,,-,21,,61,,35,,,-,1,,1,,1,,,-,1,,,-,,-,,US RESIDENTS
WYOMING,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2019,12,,-,9,,19,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2019,12,,-,5,,6,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WEST NORTH CENTRAL,2019,12,,-,5,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL
NORTH CAROLINA,2019,12,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEBRASKA,2019,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WEST SOUTH CENTRAL,2019,12,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
KANSAS,2019,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2019,13,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2019,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2019,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2019,13,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NORTHERN MARIANA ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEVADA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MIDDLE ATLANTIC,2019,13,,-,5,,8,,7,,,-,0,,,-,,-,,-,0,,,-,,-,MIDDLE ATLANTIC,
INDIANA,2019,13,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW YORK CITY,2019,13,,-,3,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
SOUTH CAROLINA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
AMERICAN SAMOA,2019,13,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
MOUNTAIN,2019,13,,-,2,,3,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
COLORADO,2019,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2019,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2019,13,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2019,13,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
DISTRICT OF COLUMBIA,2019,13,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARKANSAS,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2019,13,,-,2,,5,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
EAST NORTH CENTRAL,2019,13,,-,4,,5,,4,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
UTAH,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MAINE,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
OHIO,2019,13,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
U.S. VIRGIN ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW JERSEY,2019,13,,-,5,,6,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2019,13,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
US RESIDENTS,2019,13,,-,21,,63,,39,,,-,1,,2,,1,,,-,1,,,-,,-,,US RESIDENTS
WEST VIRGINIA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
OKLAHOMA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
FLORIDA,2019,13,,-,9,,19,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
EAST SOUTH CENTRAL,2019,13,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
MISSISSIPPI,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH ATLANTIC,2019,13,,-,12,,28,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
ILLINOIS,2019,13,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2019,13,,-,2,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW ENGLAND,2019,13,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
VIRGINIA,2019,13,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NON-US RESIDENTS,2019,13,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
PENNSYLVANIA,2019,13,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2019,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WEST SOUTH CENTRAL,2019,13,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
NEBRASKA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2019,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2019,13,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WYOMING,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2019,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WEST NORTH CENTRAL,2019,13,,-,5,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL
PACIFIC,2019,13,,-,7,,14,,18,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC
CALIFORNIA,2019,13,,-,7,,6,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2019,13,,-,1,,2,,3,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
TOTAL,2019,13,,-,21,,63,,190,,,-,1,,2,,1,,,-,1,,,-,,-,,TOTAL
MINNESOTA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
DELAWARE,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2019,13,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2019,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2019,13,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
US TERRITORIES,2019,13,,-,1,,,-,151,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PUERTO RICO,2019,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2019,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2019,14,,-,9,,19,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
UTAH,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
GUAM,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2019,14,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
TOTAL,2019,14,,-,21,,78,,192,,,-,1,,2,,1,,,-,1,,,-,,-,,TOTAL
EAST NORTH CENTRAL,2019,14,,-,4,,5,,5,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
MARYLAND,2019,14,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
INDIANA,2019,14,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
WEST SOUTH CENTRAL,2019,14,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
GEORGIA,2019,14,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW YORK CITY,2019,14,,-,3,,12,,2,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
OREGON,2019,14,,-,1,,2,,3,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2019,14,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NORTH DAKOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2019,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
