Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2016","Dengue§, Cum 2016, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2016","Dengue Severe, Cum 2016, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag",Location 1,Location 2
ARIZONA,2016,2,,-,1,,5,,2,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2016,2,,-,4,,41,,,-,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2016,2,,-,4,,22,,2,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2016,2,2,,12,,32,,5,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2016,2,,-,3,,19,,,-,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2016,2,2,,1,,4,,2,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2016,2,,-,0,,62,,,-,24,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2016,2,,-,0,,33,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2016,2,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2016,2,1,,4,,10,,8,,4,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MINNESOTA,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
DELAWARE,2016,2,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WEST VIRGINIA,2016,2,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2016,2,,-,8,,31,,4,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,2,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2016,2,3,,6,,18,,9,,22,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,2,1,,1,,8,,4,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2016,2,1,,7,,15,,3,,19,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2016,2,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2016,2,2,,2,,6,,3,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
SOUTH CAROLINA,2016,2,3,,1,,5,,7,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2016,2,,-,0,,5,,,-,7,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2016,2,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2016,2,,-,4,,12,,5,,7,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
HAWAII,2016,2,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSISSIPPI,2016,2,,-,0,,3,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2016,2,,-,5,,20,,2,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2016,3,57,,119,,373,,206,,335,,,-,1,,7,,,-,3,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,3,,-,6,,21,,1,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,3,9,,11,,42,,29,,26,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,3,2,,2,,13,,9,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,3,15,,24,,89,,44,,55,,,-,0,,5,,,-,2,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,3,1,,13,,55,,14,,35,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,3,21,,26,,95,,64,,97,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,3,2,,10,,66,,10,,30,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,3,5,,16,,45,,13,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,3,2,,9,,24,,16,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2016,3,2,,11,,49,,15,,34,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,3,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,VIRGIN ISL.,
FLORIDA,2016,3,18,,13,,57,,34,,33,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2016,3,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,3,,-,3,,7,,4,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2016,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK,2016,3,4,,4,,20,,10,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
RHODE ISLAND,2016,3,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2016,3,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEVADA,2016,3,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2016,3,,-,0,,5,,,-,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
IOWA,2016,3,,-,5,,20,,3,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2016,3,,-,3,,12,,1,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ARIZONA,2016,3,,-,1,,5,,3,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2016,3,,-,1,,10,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2016,3,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MINNESOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
WASHINGTON,2016,3,,-,0,,33,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2016,3,,-,3,,19,,,-,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2016,3,,-,2,,16,,3,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
OHIO,2016,3,12,,6,,26,,25,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
OREGON,2016,3,1,,4,,10,,10,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,3,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,3,,-,0,,62,,,-,24,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2016,3,,-,2,,6,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
SOUTH CAROLINA,2016,3,1,,1,,5,,10,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2016,3,1,,1,,7,,6,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2016,3,,-,1,,4,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2016,3,3,,6,,17,,10,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2016,3,,-,3,,41,,3,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
VERMONT,2016,3,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2016,3,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2016,3,1,,6,,14,,5,,24,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2016,3,1,,6,,18,,11,,28,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,3,2,,1,,8,,6,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
GUAM,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2016,3,,-,1,,5,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2016,3,,-,3,,9,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ALASKA,2016,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2016,3,,-,3,,60,,,-,6,,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2016,3,1,,12,,32,,6,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
COLORADO,2016,3,,-,0,,7,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MAINE,2016,3,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2016,3,1,,1,,4,,4,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2016,3,1,,0,,3,,2,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2016,3,,-,4,,41,,2,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2016,3,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2016,3,,-,4,,12,,7,,12,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2016,3,3,,9,,30,,12,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,3,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OKLAHOMA,2016,3,3,,1,,9,,3,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2016,3,1,,4,,22,,3,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2016,3,,-,2,,7,,,-,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2016,3,1,,3,,21,,8,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2016,4,56,,119,,373,,300,,418,,,-,1,,7,,,-,3,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,4,,-,6,,21,,2,,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,4,5,,11,,42,,36,,36,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,4,,-,2,,13,,9,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,4,14,,25,,89,,69,,71,,,-,0,,5,,,-,2,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,4,1,,13,,55,,16,,42,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,4,10,,27,,95,,79,,117,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,4,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,4,7,,10,,66,,19,,39,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,4,11,,16,,45,,27,,32,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,4,2,,9,,24,,22,,31,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2016,4,6,,11,,49,,30,,38,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
OHIO,2016,4,12,,6,,26,,37,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2016,4,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2016,4,,-,3,,7,,6,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2016,4,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2016,4,,-,0,,33,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2016,4,2,,4,,20,,12,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2016,4,,-,0,,62,,,-,24,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2016,4,,-,0,,3,,3,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MONTANA,2016,4,,-,1,,4,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
GUAM,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2016,4,1,,2,,8,,8,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2016,4,1,,2,,7,,2,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,4,,-,2,,16,,3,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
KENTUCKY,2016,4,1,,2,,6,,5,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ILLINOIS,2016,4,,-,3,,60,,3,,8,,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
ARKANSAS,2016,4,3,,1,,4,,7,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2016,4,,-,0,,3,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2016,4,9,,13,,57,,43,,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,4,1,,3,,42,,5,,4,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WYOMING,2016,4,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2016,4,,-,6,,18,,15,,31,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2016,4,,-,1,,5,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2016,4,,-,0,,3,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2016,4,2,,4,,12,,12,,16,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2016,4,,-,0,,3,,,-,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
C.N.M.I.,2016,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MASSACHUSETTS,2016,4,,-,3,,12,,1,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2016,4,,-,9,,30,,15,,22,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2016,4,1,,1,,5,,4,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2016,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2016,4,,-,0,,7,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
DELAWARE,2016,4,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2016,4,,-,3,,19,,,-,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2016,4,,-,1,,10,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2016,4,4,,12,,32,,13,,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALASKA,2016,4,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2016,4,,-,1,,5,,10,,5,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2016,4,3,,5,,17,,15,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,4,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2016,4,2,,4,,10,,13,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
RHODE ISLAND,2016,4,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
INDIANA,2016,4,,-,3,,9,,2,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MAINE,2016,4,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WEST VIRGINIA,2016,4,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
CALIFORNIA,2016,4,4,,6,,14,,17,,27,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2016,4,3,,1,,9,,5,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2016,4,,-,5,,20,,4,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALABAMA,2016,4,1,,3,,41,,4,,22,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2016,4,5,,4,,22,,8,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2016,4,1,,3,,21,,9,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2016,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
HAWAII,2016,4,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MARYLAND,2016,4,,-,1,,7,,6,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2016,5,55,,120,,375,,399,,534,,,-,1,,7,,,-,3,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,5,1,,6,,21,,5,,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,5,8,,11,,42,,47,,48,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,5,5,,2,,13,,14,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,5,9,,25,,89,,87,,98,,,-,0,,5,,,-,2,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,5,1,,13,,55,,29,,55,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,5,21,,28,,95,,105,,144,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,5,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,5,3,,10,,66,,24,,48,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,5,6,,16,,47,,34,,42,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,5,4,,9,,24,,30,,36,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2016,5,2,,11,,52,,38,,45,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,5,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
