Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue, Cum 2019†","Dengue virus infections, Dengue, Cum 2019†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Cum 2019†","Dengue virus infections, Dengue-like illness, Cum 2019†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue,  Cum 2020†, flag","Dengue virus infections, Severe dengue,  Cum 2019†","Dengue virus infections, Severe dengue, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
VIRGINIA,2020,11,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,,-,2,,2,,,-,,-,1,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201149,POINT (-111.664616 34.293239)
WISCONSIN,2020,11,,-,2,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,3,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,9,,,-,10,,,-,1,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,4,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,,-,16,,8,,18,,,-,2,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,18,,1,,14,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,,-,27,,19,,21,,,-,0,,,-,,-,,-,2,,,-,2,,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,,-,4,,3,,1,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,,-,5,,3,,4,,,-,2,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20201148,
INDIANA,2020,11,,-,2,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,17,,95,,2,,,-,4,,11,,2,,,-,2,,2,,,-,,US TERRITORIES,20201163,
WEST NORTH CENTRAL,2020,12,,-,4,,3,,1,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,3,,3,,,-,,-,1,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,1,,5,,4,,4,,,-,2,,1,,1,,,-,1,,,-,,-,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,17,,105,,3,,,-,4,,12,,2,,,-,2,,3,,,-,,US TERRITORIES,20201263,
MOUNTAIN,2020,15,,-,5,,4,,5,,,-,2,,1,,1,,,-,1,,,-,,-,,MOUNTAIN,20201548,
INDIANA,2020,15,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,17,,107,,4,,,-,3,,11,,2,,,-,2,,5,,,-,,US TERRITORIES,20201563,
TOTAL,2020,16,,-,71,,191,,137,,,-,3,,14,,7,,,-,4,,5,,2,,,TOTAL,20201670,
US RESIDENTS,2020,16,,-,70,,84,,133,,,-,2,,3,,5,,,-,4,,,-,2,,,US RESIDENTS,20201601,
NEW HAMPSHIRE,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201606,POINT (-71.57139 43.680429)
NEW YORK,2020,16,,-,5,,4,,3,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201611,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,16,,-,10,,11,,4,,,-,1,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20201643,
NEBRASKA,2020,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,16,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201638,
NORTH DAKOTA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201626,POINT (-100.46931 47.446305)
NEVADA,2020,16,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20201653,POINT (-114.916992 39.283294)
ILLINOIS,2020,16,,-,4,,6,,2,,,-,1,,,-,1,,,-,1,,,-,,-,ILLINOIS,,20201615,POINT (-89.148632 40.124144)
IOWA,2020,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201621,POINT (-93.500061 42.074659)
TEXAS,2020,16,,-,9,,7,,3,,,-,1,,,-,,-,,-,1,,,-,,-,TEXAS,,20201647,POINT (-99.317341 31.447238)
ALASKA,2020,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,16,,-,1,,1,,,-,,-,1,,1,,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201630,POINT (-77.016275 38.904785)
WASHINGTON,2020,16,,-,1,,3,,10,,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20201662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,16,,-,4,,3,,3,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201602,
RHODE ISLAND,2020,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201607,POINT (-71.534637 41.572574)
OREGON,2020,16,,-,3,,4,,2,,,-,1,,,-,1,,,-,0,,,-,,-,OREGON,,20201661,POINT (-120.605279 43.940449)
DELAWARE,2020,16,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201629,POINT (-75.452394 38.994926)
ALABAMA,2020,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201639,POINT (-86.844516 32.756889)
KANSAS,2020,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,16,,-,2,,3,,3,,,-,0,,,-,,-,,-,1,,,-,,-,NORTH CAROLINA,,20201634,POINT (-79.130883 35.52603)
GUAM,2020,16,,-,6,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201666,POINT (144.653198 13.3532)
NEW JERSEY,2020,16,,-,7,,,-,7,,,-,1,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20201610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,16,,-,7,,9,,9,,,-,1,,,-,2,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20201614,
TENNESSEE,2020,16,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,16,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201603,POINT (-72.738288 41.575155)
MARYLAND,2020,16,,-,3,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,16,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201646,POINT (-97.508297 35.583449)
TOTAL,2020,18,,-,70,,221,,156,,,-,3,,15,,7,,,-,5,,5,,3,,,TOTAL,20201870,
US RESIDENTS,2020,18,,-,69,,107,,152,,,-,2,,3,,5,,,-,5,,,-,3,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,5,,4,,4,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,20,,31,,45,,,-,1,,1,,1,,,-,0,,,-,,-,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,10,,11,,5,,,-,1,,,-,,-,,-,0,,,-,1,,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,2,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,4,,6,,3,,,-,1,,,-,1,,,-,1,,,-,,-,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,9,,7,,4,,,-,1,,,-,,-,,-,0,,,-,1,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,1,,1,,,-,,-,1,,1,,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,1,,3,,11,,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,4,,3,,5,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,3,,4,,2,,,-,1,,,-,1,,,-,0,,,-,,-,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,2,,3,,3,,,-,0,,,-,,-,,-,1,,,-,,-,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,6,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,7,,,-,9,,,-,1,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
TOTAL,2020,13,,-,70,,182,,116,,,-,4,,15,,5,,,-,4,,3,,2,,,TOTAL,20201370,
US RESIDENTS,2020,13,,-,69,,77,,112,,,-,3,,3,,3,,,-,4,,,-,2,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,4,,4,,1,,,-,1,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,20,,10,,29,,,-,1,,1,,1,,,-,0,,,-,,-,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,,-,10,,11,,2,,,-,1,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,2,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,4,,4,,3,,,-,1,,,-,,-,,-,1,,,-,,-,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,9,,7,,2,,,-,1,,,-,,-,,-,1,,,-,,-,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,1,,1,,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,1,,3,,9,,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW MEXICO,2020,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,7,,10,,11,,,-,1,,,-,2,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,1,,2,,2,,,-,0,,,-,,-,,-,1,,,-,,-,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,3,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201833,POINT (-76.687282 38.946466)
NEW ENGLAND,2020,13,,-,4,,3,,2,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,-,3,,3,,2,,,-,1,,,-,1,,,-,0,,,-,,-,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,6,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,7,,,-,7,,,-,1,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,7,,7,,9,,,-,1,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,2,,2,,2,,,-,1,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,2,,4,,5,,,-,2,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,2,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,1,,3,,,-,,-,1,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,5,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,33,,29,,41,,,-,2,,1,,,-,,-,2,,,-,2,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,4,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,-,3,,,-,1,,,-,1,,,-,1,,,-,1,,,-,,-,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,17,,104,,3,,,-,4,,12,,2,,,-,2,,3,,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,3,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,2,,3,,,-,,-,1,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,2,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,3,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,9,,,-,14,,,-,1,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,4,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,16,,8,,22,,,-,2,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,18,,1,,17,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,27,,19,,23,,,-,0,,,-,,-,,-,2,,,-,2,,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,4,,3,,1,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,3,,3,,,-,,-,1,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,,-,5,,4,,4,,,-,2,,1,,1,,,-,1,,,-,,-,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,17,,105,,4,,,-,4,,12,,2,,,-,2,,3,,,-,,US TERRITORIES,20201363,
SOUTH CAROLINA,2020,18,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,2,,1,,1,,,-,0,,,-,1,,,-,0,,,-,,-,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,1,,3,,1,,,-,1,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,5,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,,-,34,,34,,49,,,-,1,,1,,1,,,-,2,,,-,2,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,4,,4,,2,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
