Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
MISSISSIPPI,2015,40,,-,0,,6,,27,,45,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2015,40,,-,0,,3,,8,,15,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2015,40,,-,0,,3,,10,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2015,40,6,,0,,62,,161,,119,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2015,40,2,,3,,9,,125,,83,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
PENNSYLVANIA,2015,40,1,,6,,16,,247,,297,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2015,40,2,,3,,13,,156,,196,,,-,0,,2,,9,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2015,40,9,,5,,15,,252,,292,,,-,0,,8,,1,,82,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2015,40,1,,1,,4,,30,,55,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
HAWAII,2015,40,,-,0,,3,,15,,2,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALASKA,2015,40,,-,0,,1,,4,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2015,40,,-,0,,14,,,-,275,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
GUAM,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
COLORADO,2015,40,,-,1,,7,,61,,64,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2015,40,8,,3,,41,,202,,100,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2015,40,3,,8,,29,,428,,458,,,-,0,,1,,2,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2015,40,2,,1,,10,,57,,59,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW ENGLAND,2015,40,,-,5,,18,,273,,259,,,-,0,,1,,5,,31,,,-,0,,0,,,-,,-,,
UNITED STATES,2015,40,162,,119,,361,,6113,,6713,,,-,2,,38,,77,,444,,,-,0,,0,,,-,,-,,
INDIANA,2015,40,,-,3,,8,,91,,129,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2015,40,2,,2,,14,,132,,117,,,-,0,,3,,,-,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2015,40,,-,2,,21,,169,,92,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ILLINOIS,2015,40,,-,2,,5,,88,,135,,,-,0,,2,,17,,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
KENTUCKY,2015,40,,-,2,,6,,73,,62,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2015,40,,-,0,,6,,18,,130,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2015,40,6,,3,,22,,221,,74,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2015,40,,-,0,,2,,6,,12,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2015,40,,-,1,,4,,36,,74,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEW HAMPSHIRE,2015,40,,-,0,,3,,27,,29,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
AMER. SAMOA,2015,40,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
S. ATLANTIC,2015,40,38,,31,,103,,1402,,1961,,,-,0,,4,,3,,100,,,-,0,,0,,,-,,-,,
IOWA,2015,40,,-,5,,20,,260,,231,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2015,40,,-,1,,10,,56,,37,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IDAHO,2015,40,3,,1,,8,,75,,85,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MAINE,2015,40,,-,0,,4,,26,,43,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2015,40,,-,0,,0,,,-,,-,,-,0,,12,,5,,494,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MOUNTAIN,2015,40,5,,9,,25,,411,,389,,,-,0,,22,,2,,20,,,-,0,,0,,,-,,-,,
MARYLAND,2015,40,3,,1,,6,,63,,63,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
VIRGIN ISL.,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
UTAH,2015,40,1,,3,,6,,129,,39,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW YORK,2015,40,6,,3,,21,,199,,187,,,-,0,,2,,,-,21,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW YORK CITY,2015,40,8,,2,,13,,100,,70,,,-,0,,2,,4,,36,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2015,40,17,,22,,54,,1105,,1179,,,-,1,,4,,31,,23,,,-,0,,0,,,-,,-,,
VERMONT,2015,40,,-,0,,3,,24,,21,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
E.S. CENTRAL,2015,40,14,,10,,66,,523,,281,,,-,0,,3,,8,,7,,,-,0,,0,,,-,,-,,
C.N.M.I.,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
ARKANSAS,2015,40,1,,1,,12,,52,,34,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2015,40,33,,0,,15,,66,,50,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
W.N. CENTRAL,2015,40,4,,14,,52,,732,,1017,,,-,0,,1,,4,,9,,,-,0,,0,,,-,,-,,
PACIFIC,2015,40,44,,10,,25,,462,,430,,,-,0,,8,,3,,98,,,-,0,,0,,,-,,-,,
DELAWARE,2015,40,1,,0,,1,,9,,5,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2015,40,12,,5,,26,,342,,261,,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2015,40,1,,2,,7,,99,,218,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.31111, -92.445)",
ARIZONA,2015,40,,-,1,,5,,51,,36,,,-,0,,22,,1,,9,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
TEXAS,2015,40,21,,9,,32,,419,,276,,,-,0,,3,,17,,26,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2015,40,,-,1,,5,,32,,56,,,-,0,,5,,,-,63,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.121601, -74.321404)",
DIST. OF COL.,2015,40,,-,0,,2,,2,,5,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,DIST. OF COL.,
IDAHO,2015,41,2,,1,,8,,80,,85,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
DIST. OF COL.,2015,41,,-,0,,2,,2,,5,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,DIST. OF COL.,
W.N. CENTRAL,2015,41,1,,14,,55,,798,,1043,,,-,0,,1,,4,,9,,,-,0,,0,,,-,,-,,
PACIFIC,2015,41,4,,10,,46,,472,,445,,,-,0,,7,,3,,106,,,-,0,,0,,,-,,-,,
KENTUCKY,2015,41,2,,2,,6,,77,,62,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2015,41,,-,1,,4,,39,,76,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MOUNTAIN,2015,41,5,,9,,25,,424,,398,,,-,0,,22,,2,,22,,,-,0,,0,,,-,,-,,
OKLAHOMA,2015,41,2,,1,,10,,59,,61,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2015,41,,-,0,,14,,,-,281,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
HAWAII,2015,41,,-,0,,3,,16,,2,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
E.N. CENTRAL,2015,41,20,,22,,55,,1175,,1218,,,-,1,,4,,32,,23,,,-,0,,0,,,-,,-,,
NEW HAMPSHIRE,2015,41,,-,0,,3,,28,,31,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2015,41,,-,2,,7,,99,,222,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2015,41,1,,6,,16,,253,,305,,,-,0,,0,,,-,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2015,41,21,,15,,81,,735,,1486,,,-,0,,2,,,-,73,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2015,41,9,,3,,21,,208,,193,,,-,0,,2,,,-,22,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW YORK CITY,2015,41,8,,2,,13,,108,,72,,,-,0,,2,,4,,37,,,-,0,,0,,,-,,-,NEW YORK CITY,
PUERTO RICO,2015,41,,-,0,,0,,,-,,-,,-,0,,12,,5,,500,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2015,41,21,,0,,62,,182,,122,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2015,41,1,,1,,5,,56,,56,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2015,41,2,,3,,9,,132,,88,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
AMER. SAMOA,2015,41,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
UNITED STATES,2015,41,141,,120,,368,,6458,,6971,,,-,2,,38,,79,,464,,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2015,41,,-,0,,9,,14,,118,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2015,41,,-,0,,3,,8,,15,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGIN ISL.,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,VIRGIN ISL.,
W.S. CENTRAL,2015,41,22,,12,,44,,675,,614,,,-,0,,4,,17,,30,,,-,0,,0,,,-,,-,,
NEW JERSEY,2015,41,,-,1,,5,,32,,57,,,-,0,,5,,,-,66,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2015,41,,-,2,,6,,98,,139,,,-,0,,2,,17,,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2015,41,,-,0,,4,,23,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2015,41,12,,5,,16,,271,,196,,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2015,41,3,,3,,11,,160,,209,,,-,0,,2,,9,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2015,41,,-,1,,4,,30,,56,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
S. ATLANTIC,2015,41,60,,31,,94,,1471,,2064,,,-,0,,3,,4,,104,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,41,18,,11,,41,,601,,627,,,-,0,,7,,4,,131,,,-,0,,0,,,-,,-,,
MAINE,2015,41,,-,0,,4,,26,,46,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
GUAM,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
AMER. SAMOA,2015,51,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
VIRGINIA,2015,41,1,,3,,15,,137,,119,,,-,0,,3,,1,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2015,41,,-,4,,8,,120,,130,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2015,41,,-,1,,6,,29,,50,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2015,41,,-,0,,33,,66,,52,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2015,41,2,,1,,5,,53,,37,,,-,0,,22,,1,,10,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
UTAH,2015,41,,-,3,,6,,131,,41,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
DELAWARE,2015,41,1,,0,,1,,10,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
C.N.M.I.,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VERMONT,2015,41,,-,1,,3,,27,,21,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ALASKA,2015,41,1,,0,,1,,5,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2015,41,2,,3,,11,,152,,116,,,-,0,,1,,2,,16,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEVADA,2015,41,1,,0,,2,,7,,12,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
COLORADO,2015,41,,-,1,,7,,61,,66,,,-,0,,2,,,-,6,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2015,41,3,,1,,7,,68,,66,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2015,41,,-,1,,12,,53,,35,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2015,41,,-,1,,16,,147,,59,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
TEXAS,2015,41,20,,9,,32,,464,,296,,,-,0,,3,,17,,26,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2015,41,1,,5,,15,,253,,300,,,-,0,,7,,1,,90,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2015,41,6,,8,,29,,444,,473,,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2015,41,,-,5,,20,,268,,234,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2015,41,,-,1,,10,,56,,38,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2015,41,,-,0,,6,,18,,134,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WEST VIRGINIA,2015,41,,-,0,,3,,10,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH DAKOTA,2015,41,1,,3,,18,,182,,122,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW ENGLAND,2015,41,2,,5,,20,,297,,267,,,-,0,,1,,5,,31,,,-,0,,0,,,-,,-,,
NEBRASKA,2015,41,,-,2,,21,,169,,95,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2015,41,3,,3,,41,,212,,106,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2015,41,4,,3,,22,,227,,77,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
E.S. CENTRAL,2015,41,9,,10,,66,,545,,295,,,-,0,,3,,8,,8,,,-,0,,0,,,-,,-,,
OHIO,2015,41,11,,5,,26,,353,,267,,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
COLORADO,2015,42,,-,1,,7,,61,,67,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW MEXICO,2015,42,,-,1,,5,,40,,77,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2015,42,1,,1,,5,,60,,57,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2015,42,1,,1,,10,,60,,38,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2015,42,1,,0,,5,,30,,56,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2015,42,,-,0,,3,,27,,22,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
DELAWARE,2015,42,,-,0,,1,,10,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2015,42,1,,1,,8,,83,,88,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
FLORIDA,2015,42,13,,15,,61,,748,,1567,,,-,0,,2,,,-,74,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
UTAH,2015,42,,-,3,,7,,133,,45,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WYOMING,2015,42,,-,0,,4,,23,,26,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NORTH DAKOTA,2015,42,,-,0,,6,,14,,127,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
S. ATLANTIC,2015,42,39,,31,,94,,1521,,2156,,,-,0,,3,,4,,107,,,-,0,,0,,,-,,-,,
MINNESOTA,2015,42,,-,0,,9,,,-,295,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
GUAM,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2015,42,,-,2,,21,,169,,95,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
DIST. OF COL.,2015,42,,-,0,,2,,2,,5,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,DIST. OF COL.,
NEW YORK,2015,42,9,,3,,21,,217,,198,,,-,0,,2,,,-,23,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
W.S. CENTRAL,2015,42,20,,13,,44,,721,,629,,,-,0,,2,,18,,34,,,-,0,,0,,,-,,-,,
MICHIGAN,2015,42,,-,4,,11,,167,,211,,,-,0,,2,,9,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2015,42,,-,1,,16,,148,,62,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
IOWA,2015,42,,-,5,,20,,278,,237,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2015,42,,-,3,,15,,138,,121,,,-,0,,3,,1,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2015,42,,-,1,,10,,59,,61,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2015,42,11,,5,,26,,364,,272,,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ARIZONA,2015,42,,-,1,,5,,54,,37,,,-,0,,22,,1,,12,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MISSOURI,2015,42,,-,0,,6,,18,,135,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WISCONSIN,2015,42,6,,8,,29,,463,,481,,,-,0,,1,,3,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
E.S. CENTRAL,2015,42,7,,10,,66,,555,,305,,,-,0,,3,,8,,8,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,42,1,,9,,25,,431,,408,,,-,0,,22,,2,,26,,,-,0,,0,,,-,,-,,
WEST VIRGINIA,2015,42,,-,0,,3,,14,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2015,42,109,,120,,370,,6685,,7194,,,-,2,,38,,81,,484,,,-,0,,0,,,-,,-,,
INDIANA,2015,42,,-,4,,8,,126,,134,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2015,42,,-,0,,0,,,-,,-,,-,0,,5,,5,,512,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2015,42,,-,2,,7,,113,,141,,,-,0,,2,,17,,6,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2015,42,17,,9,,32,,507,,306,,,-,0,,2,,18,,29,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2015,42,25,,0,,62,,207,,122,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2015,42,,-,0,,33,,66,,52,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
W.N. CENTRAL,2015,42,,-,14,,55,,814,,1081,,,-,0,,1,,4,,10,,,-,0,,0,,,-,,-,,
RHODE ISLAND,2015,42,,-,0,,3,,8,,15,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MID. ATLANTIC,2015,42,22,,11,,41,,623,,649,,,-,0,,7,,4,,133,,,-,0,,0,,,-,,-,,
MAINE,2015,42,,-,0,,4,,26,,47,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VIRGIN ISL.,2015,42,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW JERSEY,2015,42,,-,1,,5,,32,,58,,,-,0,,5,,,-,67,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2015,42,3,,1,,12,,56,,36,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
PACIFIC,2015,42,2,,10,,47,,482,,455,,,-,0,,7,,3,,108,,,-,0,,0,,,-,,-,,
ALABAMA,2015,42,2,,3,,41,,216,,108,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
OREGON,2015,42,2,,3,,9,,135,,92,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
