Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue,  Cum 2021†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
KENTUCKY,2021,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20211440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,14,,-,30,,163,,154,,,-,7,,31,,18,,,-,3,,10,,7,,PUERTO RICO,,20211467,POINT (-66.414655 18.215692)
MAINE,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20211404,POINT (-69.06137 45.117911)
VIRGINIA,2021,14,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20211436,POINT (-78.666382 37.510861)
ARIZONA,2021,14,,-,1,,1,,3,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20211449,POINT (-111.664616 34.293239)
WISCONSIN,2021,14,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20211419,POINT (-89.732969 44.639954)
IDAHO,2021,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211468,POINT (-64.840836 18.060868)
MICHIGAN,2021,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20211417,POINT (-85.730977 44.874798)
GEORGIA,2021,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,14,,-,2,,,-,18,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20211412,
ARKANSAS,2021,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20211444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20211441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,14,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211427,POINT (-100.230491 44.43614)
WYOMING,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211456,POINT (-107.55145 42.999627)
MISSOURI,2021,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20211424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,14,,-,2,,,-,31,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211409,
CALIFORNIA,2021,14,,-,4,,,-,30,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20211459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20211437,POINT (-80.613729 38.642579)
FLORIDA,2021,14,,-,15,,3,,24,,,-,0,,,-,1,,,-,0,,,-,,-,FLORIDA,,20211431,POINT (-82.420978 28.260731)
MONTANA,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20211452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,14,,-,2,,2,,7,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20211420,
MASSACHUSETTS,2021,14,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20211405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,14,,-,1,,1,,10,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20211448,
INDIANA,2021,14,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20211416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211469,
US TERRITORIES,2021,14,,-,30,,163,,156,,,-,7,,31,,18,,,-,3,,10,,7,,,US TERRITORIES,20211463,
OREGON,2021,22,,-,2,,1,,5,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20212261,POINT (-120.605279 43.940449)
DELAWARE,2021,22,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20212229,POINT (-75.452394 38.994926)
ALABAMA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20212239,POINT (-86.844516 32.756889)
KANSAS,2021,22,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20212222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,22,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20212234,POINT (-79.130883 35.52603)
GUAM,2021,22,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212266,POINT (144.653198 13.3532)
NEW JERSEY,2021,22,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20212210,POINT (-74.655514 40.110253)
NEW MEXICO,2021,22,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20212254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,22,,-,1,,1,,17,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20212214,
TENNESSEE,2021,22,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20212242,POINT (-86.343226 35.842998)
CONNECTICUT,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20212203,POINT (-72.738288 41.575155)
MARYLAND,2021,22,,-,0,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20212233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,22,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20212235,POINT (-80.864614 33.878572)
OKLAHOMA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20212246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212265,POINT (145.725693 15.1834)
OHIO,2021,22,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20212218,POINT (-82.70936 40.415534)
MINNESOTA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212223,POINT (-94.198308 46.349153)
LOUISIANA,2021,22,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20212245,POINT (-91.840238 30.921314)
HAWAII,2021,22,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20212260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,22,,-,15,,6,,42,,,-,1,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20212228,
PENNSYLVANIA,2021,22,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20212213,POINT (-77.838886 40.896694)
UTAH,2021,22,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20212255,POINT (-111.678222 39.323779)
COLORADO,2021,22,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20212250,POINT (-105.547832 38.998552)
VERMONT,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20212208,POINT (-72.662695 44.075252)
KENTUCKY,2021,22,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20212240,POINT (-85.290484 37.526683)
PUERTO RICO,2021,22,,-,30,,204,,216,,,-,7,,39,,27,,,-,3,,15,,9,,PUERTO RICO,,20212267,POINT (-66.414655 18.215692)
MAINE,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20212204,POINT (-69.06137 45.117911)
VIRGINIA,2021,22,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20212236,POINT (-78.666382 37.510861)
ARIZONA,2021,22,,-,1,,1,,4,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20212249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212264,
WISCONSIN,2021,22,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20212219,POINT (-89.732969 44.639954)
IDAHO,2021,22,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20212251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212268,POINT (-64.840836 18.060868)
MICHIGAN,2021,22,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20212217,POINT (-85.730977 44.874798)
GEORGIA,2021,22,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20212232,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,22,,-,2,,,-,18,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20212212,
ARKANSAS,2021,22,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20212244,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20212241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,22,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20212227,POINT (-100.230491 44.43614)
WYOMING,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20212256,POINT (-107.55145 42.999627)
MISSOURI,2021,22,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20212224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,22,,-,2,,,-,32,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20212209,
CALIFORNIA,2021,22,,-,4,,,-,30,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20212259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20212237,POINT (-80.613729 38.642579)
FLORIDA,2021,22,,-,15,,6,,30,,,-,0,,,-,1,,,-,0,,,-,,-,FLORIDA,,20212231,POINT (-82.420978 28.260731)
MONTANA,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20212252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,22,,-,2,,2,,7,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20212220,
MASSACHUSETTS,2021,22,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20212205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,22,,-,1,,1,,11,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20212248,
INDIANA,2021,22,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20212216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,22,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20212269,
US TERRITORIES,2021,22,,-,30,,204,,218,,,-,7,,39,,27,,,-,3,,15,,9,,,US TERRITORIES,20212263,
SOUTH CAROLINA,2021,23,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20212335,POINT (-80.864614 33.878572)
OKLAHOMA,2021,23,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20212346,POINT (-97.508297 35.583449)
OHIO,2021,23,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20212318,POINT (-82.70936 40.415534)
MINNESOTA,2021,23,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20212323,POINT (-94.198308 46.349153)
LOUISIANA,2021,23,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20212345,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2021,23,,-,15,,6,,42,,,-,1,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20212328,
PENNSYLVANIA,2021,23,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20212313,POINT (-77.838886 40.896694)
UTAH,2021,23,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20212355,POINT (-111.678222 39.323779)
COLORADO,2021,23,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20212350,POINT (-105.547832 38.998552)
VERMONT,2021,23,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20212308,POINT (-72.662695 44.075252)
KENTUCKY,2021,23,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20212340,POINT (-85.290484 37.526683)
TOTAL,2021,15,,-,42,,178,,331,,,-,7,,32,,24,,,-,3,,10,,7,,,TOTAL,20211570,
US RESIDENTS,2021,15,,-,20,,9,,168,,,-,1,,1,,4,,,-,1,,,-,,-,,US RESIDENTS,20211501,
NEW HAMPSHIRE,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20211506,POINT (-71.57139 43.680429)
NEW YORK,2021,15,,-,1,,,-,8,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211511,POINT (-75.59655 42.921241)
PACIFIC,2021,15,,-,4,,,-,43,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20211557,
WEST SOUTH CENTRAL,2021,15,,-,13,,2,,11,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211543,
NEBRASKA,2021,15,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20211525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211538,
NORTH DAKOTA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211526,POINT (-100.46931 47.446305)
NEVADA,2021,15,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20211553,POINT (-114.916992 39.283294)
ILLINOIS,2021,15,,-,1,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20211515,POINT (-89.148632 40.124144)
MAINE,2021,23,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20212304,POINT (-69.06137 45.117911)
VIRGINIA,2021,23,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20212336,POINT (-78.666382 37.510861)
ARIZONA,2021,23,,-,1,,1,,4,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20212349,POINT (-111.664616 34.293239)
WISCONSIN,2021,23,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20212319,POINT (-89.732969 44.639954)
IOWA,2021,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211521,POINT (-93.500061 42.074659)
TEXAS,2021,15,,-,13,,2,,7,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20211547,POINT (-99.317341 31.447238)
ALASKA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20211558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,15,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211530,POINT (-77.016275 38.904785)
WASHINGTON,2021,15,,-,1,,,-,4,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20211562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,15,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20211502,
RHODE ISLAND,2021,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211507,POINT (-71.534637 41.572574)
OREGON,2021,15,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20211561,POINT (-120.605279 43.940449)
DELAWARE,2021,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211529,POINT (-75.452394 38.994926)
ALABAMA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20211539,POINT (-86.844516 32.756889)
KANSAS,2021,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,15,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20211534,POINT (-79.130883 35.52603)
GUAM,2021,15,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211566,POINT (144.653198 13.3532)
NEW JERSEY,2021,15,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20211510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20211554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,15,,-,1,,1,,17,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20211514,
TENNESSEE,2021,15,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20211542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20211503,POINT (-72.738288 41.575155)
MARYLAND,2021,15,,-,0,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20211533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20211535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20211546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211565,POINT (145.725693 15.1834)
OHIO,2021,15,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20211518,POINT (-82.70936 40.415534)
MINNESOTA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211523,POINT (-94.198308 46.349153)
LOUISIANA,2021,15,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20211545,POINT (-91.840238 30.921314)
HAWAII,2021,15,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,15,,-,15,,3,,36,,,-,1,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20211528,
PENNSYLVANIA,2021,15,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20211513,POINT (-77.838886 40.896694)
UTAH,2021,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20211555,POINT (-111.678222 39.323779)
COLORADO,2021,15,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20211550,POINT (-105.547832 38.998552)
VERMONT,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20211508,POINT (-72.662695 44.075252)
KENTUCKY,2021,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20211540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,15,,-,30,,169,,161,,,-,7,,31,,20,,,-,3,,10,,7,,PUERTO RICO,,20211567,POINT (-66.414655 18.215692)
MAINE,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20211504,POINT (-69.06137 45.117911)
VIRGINIA,2021,15,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20211536,POINT (-78.666382 37.510861)
ARIZONA,2021,15,,-,1,,1,,3,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20211549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211564,
WISCONSIN,2021,15,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20211519,POINT (-89.732969 44.639954)
IDAHO,2021,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211568,POINT (-64.840836 18.060868)
MICHIGAN,2021,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20211517,POINT (-85.730977 44.874798)
GEORGIA,2021,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,15,,-,2,,,-,18,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20211512,
ARKANSAS,2021,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20211544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20211541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,15,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211527,POINT (-100.230491 44.43614)
WYOMING,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211556,POINT (-107.55145 42.999627)
MISSOURI,2021,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20211524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,15,,-,2,,,-,31,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211509,
CALIFORNIA,2021,15,,-,4,,,-,30,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20211559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20211537,POINT (-80.613729 38.642579)
FLORIDA,2021,15,,-,15,,3,,24,,,-,0,,,-,1,,,-,0,,,-,,-,FLORIDA,,20211531,POINT (-82.420978 28.260731)
MONTANA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20211552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,15,,-,2,,2,,7,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20211520,
MASSACHUSETTS,2021,15,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20211505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,15,,-,1,,1,,10,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20211548,
INDIANA,2021,15,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20211516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211569,
US TERRITORIES,2021,15,,-,30,,169,,163,,,-,7,,31,,20,,,-,3,,10,,7,,,US TERRITORIES,20211563,
WEST SOUTH CENTRAL,2021,13,,-,13,,1,,11,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211343,
ARKANSAS,2021,13,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20211344,POINT (-92.439162 34.899825)
LOUISIANA,2021,13,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20211345,POINT (-91.840238 30.921314)
OKLAHOMA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20211346,POINT (-97.508297 35.583449)
TEXAS,2021,13,,-,13,,1,,7,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20211347,POINT (-99.317341 31.447238)
MOUNTAIN,2021,13,,-,1,,1,,9,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20211348,
ARIZONA,2021,13,,-,1,,1,,3,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20211349,POINT (-111.664616 34.293239)
COLORADO,2021,13,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20211350,POINT (-105.547832 38.998552)
IDAHO,2021,13,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211351,POINT (-114.659366 44.389073)
